text,sentiment,label,text_clean
Ko hẳn bạn ơi. Chuyển khoản thì mail báo liền. Nhưng tiền vẫn chưa có. Tấm 15p sau sms đến thì lúc đấy mới có tiền. Haizzzz,negative,0,không hẳn bạn ơi . chuyển_khoản thì mail báo liền . nhưng tiền vẫn chưa có . tấm 15 p sau sms đến thì lúc đấy mới có tiền . haiz
Cám ơn ad nhiều lắm ạ,positive,2,cám_ơn admin nhiều lắm ạ
Cảm ơn Anh Cố Vấn nhiều nhé!,positive,2,cảm_ơn anh cố_vấn nhiều nhé !
Vietcombank da e cam on,positive,2,vietcombank da e_cam on
# tetyeuthuong Chúc ngân hàng BIDV cũng như toàn thể mọi người năm mới bình an hạnh phúc,positive,2,tetyeuthuong chúc ngân_hàng bidv cũng như toàn_thể mọi người năm mới bình_an hạnh_phúc
Em đang muốn vay vốn mở cửa hàng mà có vẻ thủ tục bên mình dườm dà quá ah.,negative,0,em đang muốn vay vốn mở cửa_hàng mà có_vẻ thủ_tục bên mình dườm dà quá ah .
Ồ yê. Năm mới tiếp tục ủng hộ hết mình,positive,2,ồ yê . năm mới tiếp_tục ủng_hộ hết_mình
"Bidv nguyễn trãi - hcm, bộ phận khách hàng  doanh nghiệp, mỗi lần lấy sổ phụ cảm giác như hầu hạ, xin xỏ mấy đứa nhân viên. Thấy mặt ko thèm chào, bắt khách hàng phải nhớ số tài khoản chứ đọc tên công ty nó tìm cực. Giao dịch hơn 8 năm mà lâu lâu nó lạ i đòi giấy giới thiệu. Hình như cứ khách hàng mà thân thiện quá thì cảm giác như bị ngược đãi. Mình là đại diện cho doanh nghiệp chứ mình đâu phải hạng khố rách áo om? Ngân hàng thu phí của khách hàng để tuyển nhân viên như thế sao? Chắc con ông cháu cha hay sao nên được ưu ái nhỉ :)",negative,0,"bidv nguyễn_trãi - hcm , bộ_phận khách_hàng doanh_nghiệp , mỗi lần lấy sổ phụ cảm_giác như hầu_hạ , xin_xỏ mấy đứa nhân_viên . thấy mặt không thèm chào , bắt khách_hàng phải nhớ số tài_khoản chứ đọc tên công_ty nó tìm cực . giao_dịch hơn 8 năm mà lâu_lâu nó lạ i đòi giấy giới_thiệu . hình_như cứ khách_hàng mà thân_thiện quá thì cảm_giác như bị ngược_đãi . mình là đại_diện cho doanh_nghiệp chứ mình đâu phải hạng khố rách áo_om ? ngân_hàng thu phí của khách_hàng để tuyển nhân_viên như_thế sao ? chắc con ông cháu cha hay sao nên được ưu_ái nhỉ :)"
"Do tính nhân viên là chủ yếu. Chứ có đào tạo cho cố vô, tính nó láo lếu thì cũng thế thôi , mình giao dịch bên ngân hàng này đa phần nhân viên k tốt lắm.",negative,0,"do tính nhân_viên là chủ_yếu . chứ có đào_tạo cho cố vô , tính nó láo_lếu thì cũng thế thôi , mình giao_dịch bên ngân_hàng này đa_phần nhân_viên không tốt lắm ."
"Ôi Bidv tuyệt vời quá, cùng nhau mở thẻ BIDV thôi :))",positive,2,"ôi bidv tuyệt_vời quá , cùng nhau mở thẻ bidv thôi :))"
Lừa đảo,negative,0,lừa_đảo
Quá đỉnh,positive,2,quá đỉnh
"# Tetyeuthuong , chúc BIDV và mọi người có một năm mới an khang, thịnh vượng, hạnh phúc sum vầy!",positive,2,"tetyeuthuong , chúc_bidv và mọi người có một năm mới an_khang , thịnh_vượng , hạnh_phúc sum_vầy !"
"# Tetyeuthuong Chúc toàn bộ anh chị em trong hệ thống Bidv luôn dồi dào sức khoẻ, phát triển hệ thống Bidv lớn mạnh hơn nữa",positive,2,"tetyeuthuong chúc toàn_bộ anh_chị_em trong hệ_thống bidv luôn dồi_dào sức_khỏe , phát_triển hệ_thống bidv lớn_mạnh hơn_nữa"
Vietcombank dạ vâng!cam on nhiều ah!,positive,2,vietcombank dạ_vâng ! cam_on nhiều ah !
# Tetyeuthuong Chúc mừng năm mới BIDV.,positive,2,tetyeuthuong chúc_mừng năm mới bidv .
"Mình đang cần gọi tổng đài gấp mà gọi đến hơn 10 cuộc vẫn phải ngồi nghe nhạc, hết 3 lượt nhạc chờ lại tự tắt. Không hiểu nổi dịch vụ 24/7 kiểu gì luôn. việc thì đang cần mà ngồi đợi đến bực mình luôn. Quay sang  mấy chi đồng nghiệp cũng bảo cùng cảnh ngộ, ko bao giờ gọi được service, hotline. Dịch vụ càng ngày càng tệ là sao Vietcombank.",negative,0,"mình đang cần gọi tổng_đài gấp mà gọi đến hơn 10 cuộc vẫn phải ngồi nghe nhạc , hết 3 lượt_nhạc chờ lại tự_tắt . không hiểu nổi dịch_vụ 24/7 kiểu gì luôn . việc thì đang cần mà ngồi đợi đến bực_mình luôn . quay sang mấy chi đồng_nghiệp cũng bảo cùng cảnh_ngộ , không bao_giờ gọi được service , hotline . dịch_vụ càng_ngày_càng tệ là sao vietcombank ."
Nhiều ưu đãi quá!,positive,2,nhiều ưu_đãi quá !
chuan luôn 10h toiis hqa.t bị mất 2t2,negative,0,chuan luôn 10 h toiis hqa . t bị mất 2 t2
"# Tetyeuthuong chúc toàn thể anh chị em BIDV năm mới an khang, sức khỏe và gặp nhiều may mắn.",positive,2,"tetyeuthuong chúc toàn_thể anh_chị_em bidv năm mới an_khang , sức_khỏe và gặp nhiều may_mắn ."
# Tetyeuthuong Chúc BIDV năm mới với nhiều thành công mới và ngày càng phát triển hơn nữa. Chúc tất cả mọi người có một cái Tết đoàn viên thật vui vẻ và hạnh phúc.,positive,2,tetyeuthuong chúc bidv năm mới với nhiều thành_công mới và ngày_càng phát_triển hơn_nữa . chúc tất_cả mọi người có một cái tết đoàn_viên thật vui_vẻ và hạnh_phúc .
Thông tin bỏ ích quá ah,positive,2,thông_tin bỏ_ích quá ah
Mình ra hỏi mấy lần mà bên ngân hàng cứ khất lần!hic.hơi buồn với dịch vụ của ngân hàng,negative,0,mình ra hỏi mấy lần mà bên ngân_hàng cứ khất lần !_hic . hơi buồn với dịch_vụ của ngân_hàng
Vietcombank Tăng quá cao ad ạ. Minh nói gọi 10 lần mà gặp được là nói giảm đi rồi đấy. Thế là thành ra nghe nhạc bị tính tiền cước. Vietcombank nên miễn phí cuộc gọi tổng đài để đảm bảo quyền lợi của khách hàng.,negative,0,vietcombank tăng quá cao admin ạ . minh nói gọi 10 lần mà gặp được là nói giảm đi rồi đấy . thế_là thành_ra nghe nhạc bị tính tiền cước . vietcombank nên miễn_phí cuộc_gọi tổng_đài để đảm_bảo quyền_lợi của khách_hàng .
# tetyeuthuong Chúc BIDV một năm làm ăn phát tài phát lộc,positive,2,tetyeuthuong chúc bidv một năm làm_ăn phát_tài phát lộc
Cám ơn ad.,positive,2,cám ơn ad .
Nay bị gì mà ko rút tiền đc. Bất tiện ghê,negative,0,nay bị gì mà không rút_tiền đc . bất_tiện ghê
"Đăng ký báo sai mã capcha hoài , mệt . Xóa mẹ lun cho lành",negative,0,"đăng_ký báo sai_mã capcha hoài , mệt . xóa mẹ lun cho lành"
Vang cam on anh,positive,2,vang cam_on anh
Nói thật là mất lòng tin nhìu vào BIDV lắm rồi. Chăm soc khách Bự khách Vip chu vai trăm tr gửi tiết kiệm coi như rơm như rác.,negative,0,nói thật là mất_lòng tin nhìu vào bidv lắm rồi . chăm_soc khách bự khách vip chu_vai trăm tr gửi tiết_kiệm coi như rơm như rác .
"# Tetyeuthuong Chúc toàn thể cán bộ, anh chị em BIDV và tất cả mọi người trên mọi miền tổ quốc có một cái Tết sum vầy, đầm ấm bên gia đình và người thân.",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv và tất_cả mọi người trên mọi miền tổ_quốc có một cái tết sum_vầy , đầm_ấm bên gia_đình và người_thân ."
Ngân hàng quái gì. Phục vụ trả ra gì. Gọi điện thoại hỗ trợ cũng ai bắt máy. Lúc nào cũng gọi lại sau.   Gọi đến hơn 20 chục cuộc k ai nghe. Đến nỗi tài khoản còn 0đ k gọi được nữa,negative,0,ngân_hàng quái gì . phục_vụ trả ra gì . gọi điện_thoại hỗ_trợ cũng ai bắt máy . lúc_nào cũng gọi lại sau . gọi đến hơn 20 chục cuộc không ai nghe . đến_nỗi tài_khoản còn 0 đ không gọi được nữa
"Mình muốn  hỏi là  .mấy hôm trước  có  di  rút tiền, trong tài khoản thông báo đã trừ tiền rồi, nhưng  chờ  mãi  kg  thấy tiền ra. Gọi  ngân hàng mãi ko được",negative,0,"mình muốn hỏi là . mấy hôm trước có di_rút tiền , trong tài_khoản thông_báo đã trừ tiền rồi , nhưng chờ mãi không thấy tiền ra . gọi ngân_hàng mãi không được"
# Tetyeuthuong chúc BIDV cùng tất cả mọi người năm mới an khang thịnh vượng. Tiền vô như nước.,positive,2,tetyeuthuong chúc bidv cùng tất_cả mọi người năm mới an_khang thịnh_vượng . tiền vô như nước .
Ngân hàng đợi hàng tiếng đồng hồ có vài người mà làm việc lề ma lề mề.,negative,0,ngân_hàng đợi hàng tiếng đồng_hồ có vài người mà làm_việc lề_ma lề mề .
quà chẳng hấp dẫn :v,neutral,1,quà chẳng hấp_dẫn : v
"# Tetyeuthuong chúc toàn thể cán bộ anh chị em BIDV 1 năm mới nhiều tài lộc, thêm nhiều khách hàng tìm đến BIDV sử dụng dịch vụ ngân hàng",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ anh_chị_em bidv 1 năm mới nhiều tài_lộc , thêm nhiều khách_hàng tìm đến bidv sử_dụng dịch_vụ ngân_hàng"
mình là viên chức nhà nước lương ổn định thế mà hôm trc đk coa đứa nhân viên gọi lại sau một lúc hỏi các điều kiện của mình đáp ứng đủ nhưng nó đưa ra đk thứ tư là phải đi làm trên một năm hợp đồng mới đc vay. quáy lạ. mình đi làm theo quyết định 1/1/2016 đỗ viên chức nó bảo chưa đủ đk nản.,negative,0,mình là viên_chức nhà_nước lương ổn_định thế mà hôm trc đk coa đứa nhân_viên gọi lại sau một lúc hỏi các điều_kiện của mình đáp_ứng đủ nhưng nó đưa ra đk thứ tư là phải đi làm trên một năm hợp_đồng mới được vay . quáy lạ . mình đi làm theo quyết_định 1/1/2016 đỗ viên_chức nó bảo chưa đủ đk nản .
Chúc BIDV luôn phát triển,positive,2,chúc bidv luôn phát_triển
Nói cho cùng là bố náo ăn cắp hết,negative,0,nói cho cùng là bố náo ăn_cắp hết
"bắt đầu mặc cảm với BIDV rồi đấy, nộp tiền vào tk của mình  ở Hà nội khác chi nhánh thôi là cũng bị trừ phí , quá vô lý, hôm nay 19/12/2016 tại chi nhánh Từ Liêm HN, một khách hàng nộp tiền 150tr vào tài khoản và  bị trừ phí một khoản nho nhỏ :) . Ông ấy đã rất bức xúc khi nghe nhân viên nói là bị trừ phí: ""  ngân hàng đã không thông tin trước cho khách hàng là bị trừ phí khi nộp tiền vào tk, qui định này chỉ mới có từ thứ 6 ngày 16/12 và bidv ko hề thông báo trên các phương tiện , như thế là coi thường khách hàng, đối với ông ấy đó là số tiền ko lớn, nhưng nó là vô lý, ông nói sẽ cạch  BIDV luôn"". Tôi ngồi bên thấy cũng bắt đầu bức xúc , tuy nhiên t vẫn nộp tiền vào tk vì cũng chả đáng gì, mất công đến rồi. Tôi đã quá tin yêu vào Bidv từ trước đến nay, nhưng giờ thì bắt đầu mất điểm rồi. Nộp tiền vào tk ở hà nội thôi mà cũng trừ phí, thế các chi nhánh ko liên kết đc với nhau hay sao mà phải làm thế, hôm nay khách hàng xung quanh họ cũng nói như thế là vô lý. Bidv cứ tiếp tục làm như thế thì sẽ mất khách hàng cho xem, 😡😡😡, không dùng BIDV thì dùng ngân hàng khác -_-, nói như thế này chắc cũng chả thay đổi được biểu phí đâu , nhưng đảm bảo sẽ mất rất nhiều khách đấy",negative,0,"bắt_đầu mặc_cảm với bidv rồi đấy , nộp tiền vào tài_khoản của mình ở hà_nội khác chi_nhánh thôi là cũng bị trừ_phí , quá vô_lý , hôm_nay 19/12/2016 tại chi_nhánh từ liêm_hn , một khách_hàng nộp tiền 150 tr vào tài_khoản và bị trừ_phí một khoản nho_nhỏ :) . ông ấy đã rất bức_xúc khi nghe nhân_viên nói là bị trừ_phí : "" ngân_hàng đã không thông_tin trước cho khách_hàng là bị trừ_phí khi nộp tiền vào tk , quy_định này chỉ mới có từ thứ 6 ngày 16/12 và bidv không hề thông_báo trên các phương_tiện , như_thế là coi_thường khách_hàng , đối_với ông ấy đó là số tiền không lớn , nhưng nó là vô_lý , ông nói sẽ cạch bidv luôn "" . tôi ngồi bên thấy cũng bắt_đầu bức_xúc , tuy_nhiên t vẫn nộp tiền vào tài_khoản vì cũng chả_đáng gì , mất_công đến rồi . tôi đã quá tin_yêu vào bidv từ trước đến nay , nhưng giờ thì bắt_đầu mất điểm rồi . nộp tiền vào tài_khoản ở hà_nội thôi mà cũng trừ_phí , thế các chi_nhánh không liên_kết được với nhau hay sao mà phải làm thế , hôm_nay khách_hàng xung_quanh họ cũng nói như_thế là vô_lý . bidv cứ tiếp_tục làm như thế thì sẽ mất khách_hàng cho xem , : enraged_face : : enraged_face : : enraged_face : , không dùng bidv thì dùng ngân_hàng khác - _ - , nói như thế_này chắc cũng chả thay_đổi được biểu_phí đâu , nhưng đảm_bảo sẽ mất rất nhiều khách đấy"
"# tetyeuthuong chúc BIDV ngày càng phát triển lớn mạnh hơn nữa,năm mới phát tài ạ!!!!!",positive,2,"tetyeuthuong chúc bidv ngày_càng phát_triển lớn_mạnh hơn_nữa , năm mới phát_tài ạ !"
Một sản phẩm thật nhân văn!,positive,2,một sản_phẩm thật nhân_văn !
"Thanks ad rất nhiều, ad check inbox ạ",positive,2,"cảm_ơn admin rất nhiều , admin check inbox ạ"
Chúc Đại Gia Đình BIDV đón Xuân Đinh Dậu - 2017: mọi việc suôn sẻ - vạn điều như ý! # Tetyeuthuong,positive,2,chúc đại_gia_đình bidv đón xuân đinh_dậu - 2017 : mọi việc suôn_sẻ - vạn điều như_ý ! tetyeuthuong
Năm mới kính chúc đại gia đinh BIDV thật nhiều sức khoẻ và luôn là lựa chọn tin cậy cho những khách hàng chúng tớ!😍😍😍,positive,2,năm mới kính chúc đại_gia đinh_bidv thật nhiều sức_khỏe và luôn là lựa_chọn tin_cậy cho những khách_hàng chúng tớ ! : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes :
Tôi fai đăng stt này vì quá bưc suc voi sụ trắng chợn của bidv đồng thoi kien nghị  vì đội ngũ nv ăn nói láo toetd,negative,0,tôi fai đăng_stt này vì quá bưc suc voi sụ trắng_chợn của bidv đồng_thoi kien_nghị vì đội_ngũ nv ăn_nói láo_toetd
"Thế Bảo BIDV logo trên đầu lock lịch của mìh chữ in ngc hết, hôm 28 đem lên CN trả lại....ko thấy nói đổi cho khách hàng gì hết,nản",negative,0,"thế bảo bidv logo trên đầu lock_lịch của mìh chữ in ngc hết , hôm 28 đem lên cn trả lại . ko thấy nói đổi cho khách_hàng gì hết , nản"
# Tetyeuthuong Chuc BIDV năm mới ngay cang vung manh,positive,2,tetyeuthuong chuc bidv năm mới ngay cang vung_manh
"Giới hạn chi tiêu = thẻ tín dụng là khó rồi đó :)) Quẹt quẹt nữa quẹt mãi, nợ ngập đầu, chết xù.",negative,0,"giới_hạn chi_tiêu = thẻ_tín_dụng là khó rồi đó :)) quẹt_quẹt nữa quẹt mãi , nợ ngập đầu , chết xù ."
"Hic mình làm cái thẻ ghi nợ quốc tế cung chi tiêu nhiều mà mất phí cũng nhiều. Thường niên 88k xong đến duy trì tài khoản, duy trì tài khoản tt gì 6 tháng 1 lần thu nữa, trừ toàn lặt vặt. Cộng vô cũng khối khoản phí. Các bank khác tt vé may bay nội địa jetstar ko mất phí BIDV còn thu phí nữa. Xin lỗi chứ, ngân hàng nhiều nên cứ tận thu thì cũng sớm mất khách hàng.",negative,0,"hic mình làm cái thẻ ghi_nợ quốc_tế cung chi_tiêu nhiều mà mất_phí cũng nhiều . thường_niên 88 k xong đến duy_trì tài_khoản , duy_trì tài_khoản tt gì 6 tháng 1 lần thu nữa , trừ toàn lặt_vặt . cộng vô cũng khối khoản phí . các bank khác tt vé may bay nội_địa_jetstar không mất phí bidv còn thu phí nữa . xin_lỗi chứ , ngân_hàng nhiều nên cứ tận_thu thì cũng sớm mất khách_hàng ."
vâng. em cảm ơn ạ!,positive,2,vâng . em cảm_ơn ạ !
Nghe bảo BIDV phí dịch vụ max đắt nên thôi Chả đăng ký làm thẻ nữa,negative,0,nghe bảo bidv_phí dịch_vụ max đắt nên thôi chả đăng_ký làm thẻ nữa
Con chuyen nay nua.minh vo goi  tien vo tai khoan cho ban thi nv ngan hang thu phi 6k minh dua 7k nv cũng  ko thèm thoi lai hay noi 1cau gi nua. Tuy la 1k ko den dau nhung cung fai noi sao chu. Minh lam an ma khách hang la thuong de dung ko,negative,0,con chuyen nay nua.minh vo goi tien vo tai_khoan cho ban thi_nv ngan hang thu phi 6 k_minh dua 7 k nv cũng không thèm thoi_lai hay noi 1 cau gi_nua . tuy la 1 k không den dau nhung cung_fai noi sao chu . minh_lam an_ma khách hang la_thuong de_dung không
Tôi thất vọng cách BIDV phục vụ khách hàng!,negative,0,tôi thất_vọng cách bidv phục_vụ khách_hàng !
"VCB Mobile B@bking. Chuyển rất nhanh. Giao diện đẹp, thân thiện. Dễ thao tác. Miễn phí ck.",positive,2,"vcb mobile bbking . chuyển rất nhanh . giao_diện đẹp , thân_thiện . dễ thao_tác . miễn_phí ck ."
"# Tetyeuthuong Chúc mọi người năm mới tràn đầy sức khỏe, niềm vui, hạnh phúc, phát tài phát lộc. Chúc ngân hàng BIDV ngày càng lớn mạnh",positive,2,"tetyeuthuong chúc mọi người năm mới tràn_đầy sức_khỏe , niềm vui , hạnh_phúc , phát_tài phát_lộc . chúc ngân_hàng bidv ngày_càng lớn_mạnh"
"# tetyeuthuong chúc bidv làm ăn phát đạt, dang xài Internet banking của bidv dịch vụ rất tốt",positive,2,"tetyeuthuong chúc bidv làm_ăn phát_đạt , dang xài internet banking của bidv dịch_vụ rất tốt"
Minh đã liên hệ với bidv o bai cháy nhan vien yêu  cầu phải có  chữ  ký  của  tổng giám đốc chuyện  này thật khó,negative,0,minh đã liên_hệ với bidv o bai cháy nhan_vien yêu_cầu phải có chữ_ký của tổng_giám_đốc chuyện này thật khó
"bên này vớ vẩn lắm, ad tổ chức cuộc thi rồi ad ăn luôn giải, năm nào chả thế, thi làm gì cho mất công",negative,0,"bên này vớ vẩn lắm , admin tổ_chức cuộc thi rồi admin ăn luôn giải , năm nào chả thế , thi làm_gì cho mất_công"
A ơi thê ngân hàng ko làm đúng theo văn bản  .thì giơ ngân hàng có bị làm sao ko,negative,0,a ơi thê ngân_hàng_không làm đúng theo văn_bản . thì giơ ngân_hàng có bị làm_sao không
"Đã từng xem và thực sự worth seeing, giá vé cũng khá hơp lý, thêm 10% ưu đãi từ BIDV thì quá ngon rồi ;)",positive,2,"đã từng xem và thực_sự worth_seeing , giá vé cũng khá hơp_lý , thêm 10 % ưu_đãi từ bidv thì quá ngon rồi ; )"
Chẳng dễ một chút nào cả ... Vk chồng E làm công nhân   cũng muốn vay làm nhà mà đến hỏi  thì này nọ...đoi hỏi phải là từ trưởng phòng trở lên mới vay đc...Ko thì phải có thế chấp sổ đỏ hoặc kính doanh ji đó mới vay đc...nói  chúng khó  lắm...,negative,0,chẳng dễ một_chút nào cả . vk chồng e làm công_nhân cũng muốn vay làm nhà mà đến hỏi thì này nọ . đoi hỏi phải là từ trưởng phòng trở lên mới vay đc . ko thì phải có thế_chấp sổ_đỏ hoặc kính doanh_ji đó mới vay đc . nói chúng khó lắm .
"ok, tks ad nhiêu nke",positive,2,"ok , cảm_ơn admin_nhiêu nke"
"Bao giờ quý NH mới cải thiện hệ thống CNTT, phần mềm để phục vụ tốt  hơn vậy, ứng dụng BIDV Online trên Android lỗi đầy, người dùng phản ánh cả năm chưa thấy sửa, cập nhật? Các NH khác như VCB, Tech, Sacom...hiện làm rất tốt",negative,0,"bao_giờ quý ngân_hàng mới cải_thiện hệ_thống cntt , phần_mềm để phục_vụ tốt hơn vậy , ứng_dụng bidv online trên android lỗi đầy , người dùng phản_ánh cả năm chưa thấy sửa , cập_nhật ? các ngân_hàng khác như vcb , tech , sacom . hiện làm rất tốt"
"Mình có nhu cầu cần vay khoảng 100tr để kinh doanh Internet. Khi có hỏi ngân hàng để vay vốn ( ko phải BIDV ) thì nhân viên có tư vấn rằng muốn vay đc khoản vay đó thì cần có tài sản thế chấp, ở đây nói rõ luôn là Sổ Đỏ. Trong khi theo như lời mời chào trên Internet mà mình đọc được thì họ nói cho vay trong khoảng từ 70-200tr mà ko có tín chấp. Qua đó thì rõ ràng là ko như lời họ nói, hay nói chính xác hơn là ko minh bạch. Cầm cái sổ đỏ thì đi đâu mà chẳng vay được chứ, bạn Anh Cố Vấn thừa hiểu điều đó phải ko ^^!",negative,0,"mình có nhu_cầu cần vay khoảng 100 tr để kinh_doanh internet . khi có hỏi ngân_hàng để vay vốn ( không phải bidv ) thì nhân_viên có tư_vấn rằng muốn vay được khoản vay đó thì cần có tài_sản thế_chấp , ở đây nói rõ luôn là sổ_đỏ . trong khi theo như lời mời_chào trên internet mà mình đọc được thì họ nói cho vay trong khoảng từ 70-200_tr mà không có tín_chấp . qua đó thì rõ_ràng là không như lời họ nói , hay nói chính_xác hơn là không minh_bạch . cầm cái sổ_đỏ thì đi đâu mà chẳng vay được chứ , bạn anh cố_vấn thừa hiểu điều đó phải không ^_^ !"
Ui sướng nhỉ,positive,2,ui sướng nhỉ
"# Tetyeuthuong Năm mới xin chúc tất cả cán bộ, anh chị em BIDV sức khỏe dồi dào, gia đình hạnh phúc làm ăn ngày càng tăng tiến và luôn luôn gặp may mắn trong công việc cũng như cuộc sống của mình",positive,2,"tetyeuthuong năm mới xin chúc tất_cả cán_bộ , anh_chị_em bidv sức khỏe dồi_dào , gia_đình hạnh_phúc làm_ăn ngày_càng tăng tiến và luôn_luôn gặp may_mắn trong công_việc cũng như cuộc_sống của mình"
Chúc mừng BIDV!,positive,2,chúc_mừng bidv !
BIDV giờ khủng quá,positive,2,bidv giờ khủng quá
# Tetyeuthuong cùng # BIDV Chúc mừng năm mới!,positive,2,tetyeuthuong cùng bidv chúc_mừng năm mới !
# Tetyeuthuong chúc BIDV năm mới thắng lợi mới,positive,2,tetyeuthuong chúc bidv năm mới thắng_lợi mới
Đứng đầu mà lên vay tiền thái độ như cc,negative,0,đứng đầu mà lên vay tiền thái_độ như cc
Đợi mãi chẻn thấy vcb reply 😂😂,negative,0,đợi mãi chẻn thấy vcb reply : face_with_tears_of_joy : : face_with_tears_of_joy :
cám ơn add,positive,2,cám_ơn admin
"Chúc mừng vietcombank 54 năm qua đã thành công và trong những năm tiếp theo thành công gấp mười, gấp hai mươi lần cho những",positive,2,"chúc_mừng vietcombank 54 năm qua đã thành_công và trong những năm tiếp_theo thành_công gấp mười , gấp hai mươi lần cho những"
Mình muốn làm thẻ visa của BIDV mà mình công tác trong Thanh Hóa. Chi nhánh Thanh Hóa lại không cho làm. Trong khi lương của mình đang chuyển khoản qua BIDV Thanh Xuân. Bây h mình muốn làm thẻ visa thì fai làm sao?,negative,0,mình muốn làm thẻ visa của bidv mà mình công_tác trong thanh_hóa . chi_nhánh thanh_hóa lại không cho làm . trong khi lương của mình đang chuyển_khoản qua bidv thanh_xuân . bây_h mình muốn làm thẻ visa thì fai làm_sao ?
Vâg e cảm ơn ạ,positive,2,vâg e cảm_ơn ạ
"# Tetyeuthuong chúc BIDV năm mới làm ăn tấn tới, niềm vui phơi phới",positive,2,"tetyeuthuong chúc bidv năm mới làm_ăn tấn tới , niềm vui phơi phới"
# tetyeuthuong chúc bidv ngày càng phát triển và được nhiều khách hàng tin dùng hơn nữa.,positive,2,tetyeuthuong chúc bidv ngày_càng phát_triển và được nhiều khách_hàng tin dùng hơn_nữa .
e cảm ơn.,positive,2,e cảm_ơn .
"đáp án của mình là 10_60+6_10. chúc mừng bidv tròn 60 tuổi, con số tròn trịa tượng trưng cho sự thịnh vượng luôn tròn trịa.",positive,2,"đáp_án của mình là 10_60 + 6_10 . chúc_mừng bidv tròn 60 tuổi , con_số tròn_trịa tượng_trưng cho sự thịnh_vượng luôn tròn_trịa ."
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, gặp nhiều may mắn trong năm mới nha!",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv có một cái tết sum_vầy , đầm_ấm bên gia_đình cùng người_thân , gặp nhiều may_mắn trong năm mới nha !"
Tự hào BIDV!!!!,positive,2,tự_hào bidv !
Cho mih hoi ben bn co mo the visa k?lm thj can thu tuc ntn?gia mo the bao nhieu.mih lm xdug can giao dich.mih rat tin tuog ngan hag bn.xin cam on.,positive,2,cho mih_hoi ben bn co_mo the visa k ? lm thj can thu tuc ntn ?_gia_mo the bao nhieu.mih lm xdug can giao dich.mih rat tin tuog ngan hag bn.xin cam_on .
# tetyeuthuong chúc BIDV và mọi người 1 năm mới an khang thịnh vượng. Mã đáo thành công. Sự nghiệp phát triển. Mọi việc như mơ. Triệu triệu bất ngờ,positive,2,tetyeuthuong chúc bidv và mọi người 1 năm mới an_khang thịnh_vượng . mã_đáo thành_công . sự_nghiệp phát_triển . mọi việc như mơ . triệu triệu bất_ngờ
"# tetyeuthuong chúc BIDV ngày càng thành công, lớn mạnh và được nhiều khách hàng yêu mến tin tưởng sử dụng.",positive,2,"tetyeuthuong chúc bidv ngày_càng thành_công , lớn_mạnh và được nhiều khách_hàng yêu_mến tin_tưởng sử_dụng ."
Dùng BIDV chỉ thấy chừ tiền nhiều,negative,0,dùng bidv chỉ thấy chừ tiền nhiều
Vietcombank là chúa lề mề y như vietin và argibank. Atm luca cần thì toàn bết tiền với bảo trì. Dẹp cây atm thì cũng chat dỡ cái nhà. Dân thấy cái cây atm mừng chạy tới thì có vỏ không ruột. Nản,negative,0,vietcombank là chúa lề mề y_như vietin và argibank . atm luca cần thì toàn bết tiền với bảo_trì . dẹp cây atm thì cũng chat_dỡ cái nhà . dân thấy cái cây atm mừng chạy tới thì có vỏ không ruột . nản
"# tetyeuthuong Chúc BIDV mãi mãi bền vững, thành công.",positive,2,"tetyeuthuong chúc_bidv mãi_mãi bền_vững , thành_công ."
"Không gian đẹp, nhân viên nhiệt tình",positive,2,"không_gian đẹp , nhân_viên nhiệt_tình"
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam em cũng chúc cho ad làm ăn phát đạt trong nhiều năm tới nhé .hi vọng là ad sẽ giúp những đứa con đi xa như tụi em mang tới niềm vui cho bố mẹ ah,positive,2,bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam em cũng chúc cho admin làm_ăn phát_đạt trong nhiều năm tới nhé . hi_vọng là admin sẽ giúp những đứa con đi xa như tụi em mang tới niềm vui cho bố_mẹ ah
Thủ tục còn rườm rà.thái độ nhân viên vay vốn còn khinh khinh ng thế nào ấy,negative,0,thủ_tục còn rườm_rà . thái_độ nhân_viên vay vốn còn khinh_khinh ng thế_nào ấy
ok e cám ơn nhé.,positive,2,ok e cám_ơn nhé .
# Tetyeuthuong Chuc toan the can bo anh chi em BIDV suc khoe doi dao gia dinh hanh phuc luon may man va thanh cong trong cong viec cung nhu cuoc song,positive,2,tetyeuthuong chuc_toan the can_bo anh chi em bidv suc khoe doi dao_gia_dinh hanh phuc luon may_man va thanh_cong trong cong viec cung nhu_cuoc song
