text,sentiment,label,text_clean
Phía trên ad nói chương trình đén 21/8. Phía dưới lại nói đén 9/7 là hết ??? Đọc chương trình theo link cũng không rõ ràng và đá nhau. Bó tay,negative,0,phía trên admin nói chương_trình đén 21/8 . phía dưới lại nói đén_9/7 là hết ? đọc chương_trình theo link cũng không rõ_ràng và đá nhau . bó_tay
Tuyệt vời ! Chuyển tiền Bidv rất cạnh tranh và nhanh gọn,positive,2,tuyệt_vời ! chuyển tiền bidv rất cạnh_tranh và nhanh gọn
thích cách làm việc của BIDV,positive,2,thích cách làm_việc của bidv
"Ngân hàng tào lao, thay đổi chữ ký mà kêu đi về nơi đăng ký ban đầu thay đổi, các điểm CN và PGD khác ko làm đc... hê thống CNTT dởm hay Nhân viên lười biếng ko muốn làm cho khách hàng? Chưa thấy NH nào dịch vụ kém vậy...",negative,0,"ngân_hàng tào_lao , thay_đổi chữ_ký mà kêu đi về nơi đăng_ký ban_đầu thay_đổi , các điểm cn và pgd khác không làm đc . hê_thống cntt_dởm hay nhân_viên lười_biếng không muốn làm cho khách_hàng ? chưa thấy ngân_hàng nào dịch_vụ kém vậy ."
"Chúc BIDV và tất cả mọi người năm mới dồi dào sức khỏe, bình an , vạn sự như ý. # Tetyeuthuong .",positive,2,"chúc bidv và tất_cả mọi người năm mới dồi_dào sức_khỏe , bình_an , vạn_sự như_ý . tetyeuthuong ."
# Tetyeuthuong chúc Ngân hàng BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam PHỒN VINH THỊNH VƯỢNG phát tài phát lộc,positive,2,tetyeuthuong chúc ngân_hàng bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam phồn_vinh thịnh_vượng phát_tài phát lộc
"Tôi mới sử dụng hình thức hoàn tiền lần đầu tiên và thấy nó rất thuận tiện, nhưng không hiểu cụ thể cách thức hoàn tiền và số tiền được hoàn chính xác là bao nhiêu.",neutral,1,"tôi mới sử_dụng hình_thức hoàn_tiền lần đầu_tiên và thấy nó rất thuận_tiện , nhưng không hiểu cụ_thể cách_thức hoàn_tiền và số tiền được hoàn_chính_xác là bao_nhiêu ."
Ngan hàng quá tuyêt vời .,positive,2,ngan hàng quá tuyêt_vời .
Khách hàng của tôi đang tìm hiểu về các điều kiện vay vốn tại ngân hàng của bạn.,neutral,1,khách_hàng của tôi đang tìm_hiểu về các điều_kiện vay vốn tại ngân_hàng của bạn .
Tôi có muốn liên kết tài khoản ngân hàng với ứng dụng không?,neutral,1,tôi có muốn liên_kết tài_khoản ngân_hàng với ứng_dụng không ?
"Thế mới biết chứ, mình cũng gần tương tự, mở tài khoản ở tỉnh daklak, khi về sinh sống ở nghệ an một thời gian, mình muốn đổi chữ ký tại nghệ an thì nhân viên bảo anh phải vào daklak thay đổi lại. Trước khi như thế lúc mình mở thêm tài khoản (số thứ 2 ) tại nghệ an mình nói nhân viên làm mới tài khoản khác cho tiện giao dịch, nhân viên bảo chẳng cần, mọi thủ tục anh đi CN nào cũng giống nhau. Đúng là lời nói gió bay.Chẳng lẽ cái chữ ký hắn tốn nhiều tiền và mất thời gian để đi lại vậy. Xem lại dịch vụ đi bạn nhé, ko chuyên nghiệp, hãy học cách của ngân hàng đông á ấy. Người ta trình độ cao đã đạt mức chỉ cần dựa vào niềm tin, cần gì thủ tục nhiều rắc rối.",negative,0,"thế mới biết chứ , mình cũng gần tương_tự , mở tài_khoản ở tỉnh daklak , khi về sinh_sống ở nghệ_an một thời_gian , mình muốn đổi chữ_ký tại nghệ_an thì nhân_viên bảo anh phải vào daklak thay_đổi lại . trước khi như_thế lúc mình mở thêm tài_khoản ( số thứ 2 ) tại nghệ_an mình nói nhân_viên làm mới tài_khoản khác cho tiện giao_dịch , nhân_viên bảo chẳng cần , mọi thủ_tục anh đi cn nào cũng giống nhau . đúng là lời_nói gió bay . chẳng_lẽ cái chữ_ký hắn tốn nhiều tiền và mất thời_gian để đi_lại vậy . xem_lại dịch_vụ đi bạn nhé , không chuyên_nghiệp , hãy học cách của ngân_hàng đông_á ấy . người ta trình_độ cao đã đạt mức chỉ cần dựa vào niềm tin , cần gì thủ_tục nhiều rắc_rối ."
"Chúc gia đình BIDV năm mới tấn tài tấn lộc, vạn sự như ý. Chúc khách hàng BIDV an khang thịnh vượng, phát tài phát lộc. Chúng ta cùng nhau hưởng #Tetyeuthuong nhé.! Tư Xuyến Huong Nguyen Minh Hoàng",positive,2,"chúc gia_đình bidv năm mới tấn tài tấn lộc , vạn_sự như_ý . chúc khách_hàng bidv_an khang_thịnh_vượng , phát_tài phát_lộc . chúng_ta cùng nhau hưởng tetyeuthuong nhé . ! tư_xuyến huong nguyen_minh_hoàng"
# tetyeuthuong chúc BIDV và mọi người 1 năm mới an khang thịnh vượng. Mã đáo thành công. Sự nghiệp phát triển. Mọi việc như mơ. Triệu triệu bất ngờ,positive,2,tetyeuthuong chúc bidv và mọi người 1 năm mới an_khang thịnh_vượng . mã_đáo thành_công . sự_nghiệp phát_triển . mọi việc như mơ . triệu triệu bất_ngờ
Không có chuyện đang free lại bắt mất phí nộp cho chính mình dc. Tẩy chay BIDV,negative,0,không có chuyện đang free lại bắt mất phí nộp cho chính mình dc . tẩy_chay bidv
mở thẻ thì ưu đãi. luc sau thi luộc kh bang phí và lệ phí,negative,0,mở thẻ thì ưu_đãi . luc sau thi luộc kh bang_phí và lệ_phí
Nhân viên BIDV dễ thương nhiệt tình lắm ạ,positive,2,nhân_viên bidv dễ_thương nhiệt_tình lắm ạ
Cảm ơn nhìu ạ.,positive,2,cảm_ơn nhìu ạ .
"Sáng nay đi ngân hàng VietComBank chi nhánh 294 NGUYỄN LƯƠNG BẰNG, ĐÀ NẴNG thấy ngân hàng có chính sách mới trong năm 2017 nên thông báo cho nhà mình biết. Vì tự nhiên SMS báo, đọc thấy thiếu trong tài khoản 700k nên đi in sao kê để kiểm tra.Nguyên câu chuyện"" chị cho e in sao kê, được chị ngân hàng quầy số 1 đưa mẫu A5 như bên dưới, điền xong nộp lại, chị ngân hàng hỏi chứng minh chị đâu, dở ví ra mới sực nhớ hôm qua đặc cọc chỗ cho thuê áo dài, lúc đó Liên nói chị ơi e quên CM, e nhớ số chứng minh và bằng lái có được không?Chi ấy vứt lại tờ giấy và nói CHỊ VỀ LUÔN ĐI.Nghe xong Liên tròn xoe mắt nói về luôn là sao chị? Chỉ im lặng và mình ra về"".2017 VIETCOMBANK huấn luyện nhân viên dùng ngôn ngữ mới nên nhà mình giao dịch phải cẩn thận nhé......",negative,0,"sáng nay đi ngân_hàng vietcombank chi_nhánh 294 nguyễn_lương bằng , đà_nẵng thấy ngân_hàng có chính_sách mới trong năm 2017 nên thông_báo cho nhà mình biết . vì tự_nhiên sms báo , đọc thấy thiếu trong tài_khoản 700 k nên đi in sao kê để kiểm_tra . nguyên câu_chuyện "" chị cho e in sao kê , được chị ngân_hàng quầy số 1 đưa mẫu a5 như bên dưới , điền xong nộp lại , chị ngân_hàng hỏi chứng_minh chị đâu , dở_ví ra mới sực nhớ hôm_qua đặc_cọc chỗ cho thuê áo_dài , lúc đó liên nói chị ơi e quên cm , e nhớ số chứng_minh và bằng lái có được không ?_chi ấy vứt lại tờ giấy và nói chị về luôn đi . nghe xong liên_tròn xoe_mắt nói về luôn là sao chị ? chỉ im_lặng và mình ra về "" . 2017 vietcombank huấn_luyện nhân_viên dùng ngôn_ngữ mới nên nhà mình giao_dịch phải cẩn_thận nhé ."
Tổng đài chăm sóc khách hàng của VCB ko hiểu thế nào mà gọi từ sáng đến tối lúc nào cũng báo tất cả các bàn điện thoại viên đều bận thế nhỉ?! Mình nạp tiền cho điện thoại ko thành công mà vẫn bị trừ tiền tưởng gọi điện thoại đến tổng đài sẽ đc giải đáp ai dè mất bao nhiêu tiền điện thoại chỉ để nghe hệ thống trả lời tự động của VCB nói. Mình cảm thấy bắt đầu thất vọng VCB đấy.,negative,0,tổng_đài chăm_sóc khách_hàng của vcb không hiểu thế_nào mà gọi từ sáng đến tối lúc_nào cũng báo tất_cả các bàn điện_thoại_viên đều bận thế nhỉ ? ! mình nạp tiền cho điện_thoại không thành_công mà vẫn bị trừ tiền tưởng gọi điện_thoại đến tổng_đài sẽ được giải_đáp ai dè mất bao_nhiêu tiền điện_thoại chỉ để nghe hệ_thống trả_lời tự_động của vcb nói . mình cảm_thấy bắt_đầu thất_vọng vcb đấy .
"Mệt giựt gân đến gần điện giựt, làm sao mà vay được nhỉ.",negative,0,"mệt giựt gân đến gần điện giựt , làm_sao mà vay được nhỉ ."
"Nói thật Vietcom chi nhánh Đà Nẵng cần xem lại thái độ của nv khi tiếp khách hàng. Tôi đã tới mở thẻ và rồi không bao giờ đến lấy. Các bạn nv ở đây có thái độ khá là thiếu tôn trọng khách hàng, đặc biệt là sinh viên và công nhân ( ý kiến chủ quan của tôi).",negative,0,"nói thật vietcom chi_nhánh đà_nẵng cần xem_lại thái_độ của nv khi tiếp khách_hàng . tôi đã tới mở thẻ và rồi không bao_giờ đến lấy . các bạn nv ở đây có thái_độ khá là thiếu tôn_trọng khách_hàng , đặc_biệt là sinh_viên và công_nhân ( ý_kiến chủ_quan của tôi ) ."
Có một điều tôi phải nói rằng.dịch vụ chăm sóc khách hàng vs tổng đài vietcombank rất tệ.không chuyên nghiệp..nếu được đánh giá về sao tôi sẽ ko cho sao. Thân gửi vietcombank.🗼,negative,0,có một điều tôi phải nói rằng . dịch_vụ chăm_sóc khách_hàng vs tổng_đài vietcombank rất tệ . không chuyên_nghiệp . nếu được đánh_giá về sao tôi sẽ không cho sao . thân gửi vietcombank . : Tokyo_tower :
# Tetyeuthuong Chúc # BIDV bước sang tuổi 60 vững vàng và ngày càng phát triển.,positive,2,tetyeuthuong chúc bidv bước sang tuổi 60 vững_vàng và ngày_càng phát_triển .
Tôi muốn hỏi thêm về tính khả dụng của giao dịch tự động tại ngân hàng này.,neutral,1,tôi muốn hỏi thêm về tính khả_dụng của giao_dịch tự_động tại ngân_hàng này .
"ngân hàng lớn mà làm ăn kiểu gì không biết, gọi 10 lần ko lần nào có người nghe máy, cskh kiểu gì không biết",negative,0,"ngân_hàng lớn mà làm_ăn kiểu gì không biết , gọi 10 lần không lần nào có người nghe máy , cskh kiểu gì không biết"
"Vietcombank quá tệ, gọi tổng đài gặp nhân viên hỗ trợ thì mãi không bắt máy, gọi thì chưa được việc đã tốn tiền, gọi cả 5 6 cuộc rồi chứ không phải ít",negative,0,"vietcombank quá tệ , gọi tổng_đài gặp nhân_viên hỗ_trợ thì mãi không bắt máy , gọi thì chưa được việc đã tốn tiền , gọi cả 5 6 cuộc rồi chứ không phải ít"
Nay mình dùng thẻ vcb master rút tiền ở cây mb mà bị cây b nuốt mất 1triêu. Rút thành công cây báo lỗi k ra tiền.,negative,0,nay mình dùng thẻ vcb master rút_tiền ở cây mb mà bị cây b nuốt mất 1 triêu . rút thành_công cây báo lỗi không ra tiền .
Chúc toàn thể các cán bộ NV BlDv rồi rào sức khoẻ gia đình hạnh phúc gặt hái nhiều thành công trong moi lĩnh vực ạ,positive,2,chúc toàn_thể các cán_bộ nv bldv rồi rào_sức khỏe gia_đình hạnh_phúc gặt_hái nhiều thành_công trong moi lĩnh_vực ạ
Tks à,positive,2,cảm_ơn à
Tôi muốn biết ngân hàng nào cho vay với lãi suất phù hợp và điều kiện đơn giản?,neutral,1,tôi muốn biết ngân_hàng nào cho vay với lãi_suất phù_hợp và điều_kiện đơn_giản ?
mình cám ơn ad,positive,2,mình cám_ơn admin
mấy hôm rùi k thấy ai gọi. chán nvien bên này thiệt chớ,negative,0,mấy hôm rùi không thấy ai gọi . chán nvien bên này thiệt chớ
# Tetyeuthuong . Nam moi kinh chuc anh chi em BIDV van su nhu y.phat tai suot nam.,positive,2,tetyeuthuong . nam moi kinh_chuc anh chi em bidv van_su nhu_y.phat tai suot nam .
Chi cam on.,positive,2,chi cam_on .
Mình muốn hỏi thủ tục mở tài khoản ngân hàng của bạn thế nào vậy?,neutral,1,mình muốn hỏi thủ_tục mở tài_khoản ngân_hàng của bạn thế_nào vậy ?
Chúc BIDV năm mới ngày càng thành công và phát triển nhé,positive,2,chúc bidv năm mới ngày_càng thành_công và phát_triển nhé
"# tetyeuthuong chúc BIDV một năm mới an khang thịnh vượng , tấn tài tấn lộc , chúc cho BIDV luôn được mọi người tin tưởng và luôn luôn thành công",positive,2,"tetyeuthuong chúc bidv một năm mới an_khang thịnh_vượng , tấn tài tấn lộc , chúc cho bidv luôn được mọi người tin_tưởng và luôn_luôn thành_công"
Lam nhu de an cua ba ngoai lam!!,negative,0,lam nhu_de an_cua ba ngoai_lam !
"# Tetyeuthuong Chúc mừng năm mới. Kính chúc toàn thể cô chú, anh chị e nhân viên ngân hàng BIDV - Ngân Hàng TMCP Đầu Tư & Phát Triển Việt Nam có 1 mùa xuân an lành, hạnh phúc!",positive,2,"tetyeuthuong chúc_mừng năm mới . kính_chúc toàn_thể cô_chú , anh_chị e nhân_viên ngân_hàng bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam có 1 mùa xuân an_lành , hạnh_phúc !"
Phải anh cí tức k. Ngân hàng thì xa chỗ e,negative,0,phải anh cí tức_k . ngân_hàng thì xa chỗ e
# Tetyeuthuong chúc toàn thể anh chị em  ngân hàng BIDV và ace là khách hàng của BIDV năm mới an lành .làm ăn phát tài và gắn bó thân thiết với BIDV hơn nữa,positive,2,tetyeuthuong chúc toàn_thể anh_chị_em ngân_hàng bidv và ace là khách_hàng của bidv năm mới an_lành . làm_ăn phát_tài và gắn_bó thân_thiết với bidv hơn_nữa
Ngan hang BIDV có những nhân viên rất nhiệt tinh và vui vẻ!,positive,2,ngan hang bidv có những nhân_viên rất nhiệt_tinh và vui_vẻ !
Có thể viết những bài stt một cách ngắn gọn và rõ ràng hơn không?,neutral,1,có_thể viết những bài stt một_cách ngắn_gọn và rõ_ràng hơn không ?
"I mong muốn biết thêm thông tin về điều kiện vay vốn tại ngân hàng này, tôi cần phải cung cấp gì và có hạn mức tối đa không?",neutral,1,"i mong_muốn biết thêm thông_tin về điều_kiện vay vốn tại ngân_hàng này , tôi cần phải cung_cấp gì và có hạn_mức tối_đa không ?"
"Hịn quá, quá hịn luôn. 👍👍👍",positive,2,"hịn quá , quá hịn luôn . : thumbs_up : : thumbs_up : : thumbs_up :"
# Tetyeuthuong chuc BIDV nam moi phat tai phat loc va luon luon thanh cong tren moi mieg dat nuoc,positive,2,tetyeuthuong chuc bidv nam moi phat tai_phat loc va luon luon thanh_cong tren moi mieg dat nuoc
Tiện lợi dịch vụ Bidv mọi nơi mọi lúc,positive,2,tiện_lợi dịch_vụ bidv mọi nơi mọi lúc
BIDV làm ăn như trò mèo ấy Máy ATM hết tiền cả ngày mà ko có khắc phục. Dân tình đi mấy chục cây số mới có đc cái atm. Vậy mà cả ngày cũng ko chịu bỏ tiền vô,negative,0,bidv làm_ăn như trò_mèo ấy máy atm hết tiền cả ngày mà không có khắc_phục . dân_tình đi mấy chục cây_số mới có được cái atm . vậy_mà cả ngày cũng không chịu bỏ tiền vô
"tết, lễ, ngày nghĩ, gởi ở đâu được ad ơi. thêm cái chuyển liên ngân hàng với Đông á lại bị khóa kết nối.... như dèn nhà ai nấy sáng thế.",negative,0,"tết , lễ , ngày nghĩ , gởi ở đâu được admin ơi . thêm cái chuyển liên ngân_hàng với đông_á lại bị khóa kết_nối . như dèn nhà ai_nấy sáng thế ."
Tôi muốn biết quy định đổi PIN tại ngân hàng của tôi?,neutral,1,tôi muốn biết quy_định đổi pin tại ngân_hàng của tôi ?
Tôi muốn hỏi quy định đổi PIN của ngân hàng mình là như thế nào?,neutral,1,tôi muốn hỏi quy_định đổi pin của ngân_hàng mình là như_thế_nào ?
Dạ. E cảm ơn,positive,2,dạ . e cảm_ơn
"Đây là hình ảnh tôi và số điện thoại của tôi là: 091 827 2796. Vào lúc khoảng 7h40' ,ngày 05/9/2016, tại Ngân hàng BIDV chi nhánh Quỳnh Lưu - Nghệ An (Trụ sở chi nhánh đặt tại khách sạn TÂM ĐẠT) , lúc đầu tôi vào giao dịch sau đó tôi đã hỏi lại cái thẻ cách đó hơn 1 tháng nhân viên làm thủ tục để làm lại cho tôi (do thẻ cũ bị gãy) và hẹn 1 tuần qua lấy. thời điểm tôi qua là hơn 1 tháng mà chưa có thẻ. hỏi thì nhân viên bảo em quên làm mất, lúc đó tôi gắt lên vì tôi ko có thì giờ để làm như vậy, tôi lại bảo thế bao giờ làm cho tôi? cô ấy lại đưa 1 cái tờ giấy khác để tôi đăng ký lại. Tôi rất bực mình, nhưng cũng cho qua thế tôi lại hỏi tiếp tôi muốn thay đổi chữ ký thì cô nhân viên nói rằng: ""anh phải vào tỉnh daklak để thay đổi lại, ở đây bên em không làm được"".",negative,0,"đây là hình_ảnh tôi và số điện_thoại của tôi là : 091 827 2796 . vào lúc khoảng 7 h40 ' , ngày 05/9/2016 , tại ngân_hàng bidv chi_nhánh quỳnh_lưu - nghệ_an ( trụ_sở chi_nhánh đặt tại khách_sạn tâm_đạt ) , lúc đầu tôi vào giao_dịch sau đó tôi đã hỏi lại cái thẻ cách đó hơn 1 tháng nhân_viên làm thủ_tục để làm lại cho tôi ( do thẻ cũ bị gãy ) và hẹn 1 tuần qua lấy . thời_điểm tôi qua là hơn 1 tháng mà chưa có thẻ . hỏi thì nhân_viên bảo em quên làm mất , lúc đó tôi gắt lên vì tôi không có thì_giờ để làm như_vậy , tôi lại bảo thế bao_giờ làm cho tôi ?_cô ấy lại đưa 1 cái tờ giấy khác để tôi đăng_ký lại . tôi rất bực_mình , nhưng cũng cho_qua thế tôi lại hỏi tiếp tôi muốn thay_đổi chữ_ký thì cô nhân_viên nói rằng : "" anh phải vào tỉnh daklak để thay_đổi lại , ở đây bên em không làm được "" ."
Vâng ạ.e cảm ơn ak,positive,2,vâng ạ . e cảm_ơn ak
Cám ơn VCB,positive,2,cám_ơn vcb
Gỡi tiền vào đây phãi rút lẹ. 32 tỹ bị hô biến mà ngân hàng không nhận trách nhiệm. Ngân hàng nhà nước chờ cơ quan điều tra nhà nước làm việc. Thế là thế lào ?????,negative,0,gỡi tiền vào đây phãi rút lẹ . 32 tỹ bị hô_biến mà ngân_hàng không nhận trách_nhiệm . ngân_hàng nhà_nước chờ cơ_quan điều_tra nhà_nước làm_việc . thế_là thế lào ?
Thủ tục còn rườm rà.thái độ nhân viên vay vốn còn khinh khinh ng thế nào ấy,negative,0,thủ_tục còn rườm_rà . thái_độ nhân_viên vay vốn còn khinh_khinh ng thế_nào ấy
Tôi muốn hỏi ngân hàng có hỗ trợ chuyển tiền nhanh qua ngân hàng khác được không?,neutral,1,tôi muốn hỏi ngân_hàng có hỗ_trợ chuyển tiền nhanh qua ngân_hàng khác được không ?
"noi thi de,nhung khi di vay thi rat kho. di mo so tiet kiem ma cung kho nua a. thai do nhan vien cung chang niem no. giong nhu ai xin tien ong noi no de lai.",negative,0,"noi thi_de , nhung khi di_vay thi rat kho . di_mo so tiet kiem ma cung kho nua_a . thai do nhan_vien cung_chang niem_no . giong nhu_ai xin tien ong noi no de lai ."
Tk bạn,positive,2,tài_khoản bạn
Thật là đien rồ,negative,0,thật là đien rồ
Mình cực thích mấy chương trình từ thiện của BIDV,positive,2,mình cực thích mấy chương_trình từ_thiện của bidv
"Tôi yêu BIDV , cựu UVBCH CĐ BIDV tự hào về các bạn ❤️❤️🌺🌺🌺",positive,2,"tôi yêu_bidv , cựu uvbch cđ bidv tự_hào về các bạn : red_heart : : red_heart : : hibiscus : : hibiscus : : hibiscus :"
Chúc VIETCOMBANK ngày càng phát triển ạ,positive,2,chúc vietcombank ngày_càng phát_triển ạ
# Tetyeuthuong chúc toàn thể cán bộ anh chị em BIDV sức khoẻ và thành đạt,positive,2,tetyeuthuong chúc toàn_thể cán_bộ anh_chị_em bidv sức_khỏe và thành_đạt
Tôi đã gọi rất nhiều lần từ tối qua cho đến tận bây giờ và chưa được nghe máy để hỗ trợ ???,negative,0,tôi đã gọi rất nhiều lần từ tối_qua cho đến tận bây_giờ và chưa được nghe máy để hỗ_trợ ?
Tôi chuyển 10 triệu từ tài khoản này.,neutral,1,tôi chuyển 10 triệu từ tài_khoản này .
Thời gian nào giao dịch của tôi được xử lý xong?,neutral,1,thời_gian nào giao_dịch của tôi được xử_lý xong ?
ChucBIDV thanh cong  hon nua,positive,2,chucbidv thanh cong_hon nua
hihi mình thích vỏ bọc hộ chiếu,positive,2,hihi mình thích vỏ bọc hộ_chiếu
# Tetyeuthuong Chúc BIDV và tất cả mọi người năm mới luôn luôn thành công may mắn...,positive,2,tetyeuthuong chúc bidv và tất_cả mọi người năm mới luôn_luôn thành_công may_mắn .
"Hay, hoành tráng và tự hào BIDV!",positive,2,"hay , hoành_tráng và tự_hào bidv !"
Có thể chúng tôi sẽ tiếp tục liên lạc trong tương lai.,neutral,1,có_thể chúng_tôi sẽ tiếp_tục liên_lạc trong tương_lai .
"Tôi đang cân nhắc chọn thẻ ngân hàng mới, chủ thẻ có thể dùng cho các giao dịch quốc tế được không?",neutral,1,"tôi đang cân_nhắc chọn thẻ ngân_hàng mới , chủ thẻ có_thể dùng cho các giao_dịch quốc_tế được không ?"
Tôi muốn biết loại thẻ ngân hàng nào phù hợp với nhu cầu của tôi?,neutral,1,tôi muốn biết loại thẻ ngân_hàng nào phù_hợp với nhu_cầu của tôi ?
"#Tetyeuthuong Chúc tết an lành . Chúc toàn thể các cán bộ, anh chị em BIDV có một cái tết sum vầy, đầm ấm bên gia đình thân yêu, gặp nhiều may mắn trong năm mới.😚",positive,2,"tetyeuthuong chúc tết an_lành . chúc toàn_thể các cán_bộ , anh_chị_em bidv có một cái tết sum_vầy , đầm_ấm bên gia_đình thân_yêu , gặp nhiều may_mắn trong năm mới . : kissing_face_with_closed_eyes :"
Cám ơn ad ạ,positive,2,cám_ơn admin ạ
Cơ hội thật sự hấp dẫn cho các doanh nghiệp mới bắt đầu khởi nghiệp,positive,2,cơ_hội thật_sự hấp_dẫn cho các doanh_nghiệp mới bắt_đầu khởi_nghiệp
"hiệu quả,an toàn nè",positive,2,"hiệu_quả , an_toàn nè"
"Làm thẻ BIDV nhiều điều kiện này nọ lắm,cty toàn trả lương qua BIDV gần 8 năm trời qua làm cái thẻ mà nó đòi phai có thủ trưởng cơ quan ký đảm bảo mới chịu,cty của tui trụ sở ở Hà Nội không lẽ tui phải bay từ Hậu Giang về Hà Nội gặp TGĐ ký dùm em cái c am kết cái,chảnh chó bỏ mẹ tui qua Sacombank đăng ký Visa Gold nhanh gọn lẹ mà bảo mật giao dịch là phải có OTP,nhân viên CSKH nói chuyện dễ thương,ở nhà không biết tại sao gưi tiết kiệm cái ngân hàng này nữa,một đồng cũng đéo gửi,ỷ ngân hàng nhà nước làm thấy ghét!",negative,0,"làm thẻ_bidv nhiều điều_kiện này nọ lắm , cty toàn trả lương qua bidv gần 8 năm trời qua làm cái thẻ mà nó đòi phai có thủ_trưởng cơ_quan ký đảm_bảo mới chịu , cty của tui trụ_sở ở hà_nội không_lẽ tui phải bay từ hậu_giang về hà_nội gặp tgđ ký dùm em cái c am_kết cái , chảnh chó bỏ mẹ tui qua sacombank đăng_ký visa gold nhanh gọn_lẹ mà bảo_mật giao_dịch là phải có otp , nhân_viên cskh nói_chuyện dễ_thương , ở nhà không biết tại_sao gưi tiết_kiệm cái ngân_hàng này nữa , một đồng cũng đéo gửi , ỷ_ngân_hàng nhà_nước làm thấy ghét !"
"Làm ăn như cứt, giao dịch thì chậm, đã thế đăng nhập vào tài khoản thì toàn bị ngẽn",negative,0,"làm_ăn như cứt , giao_dịch thì chậm , đã thế đăng_nhập vào tài_khoản thì toàn bị ngẽn"
Chương trình ý nghĩa quá. BIDV cố gắng tổ chức nhiều chương trình ý nghĩa như vậy nữa nha ^^,positive,2,chương_trình ý_nghĩa quá . bidv cố_gắng tổ_chức nhiều chương_trình ý_nghĩa như_vậy nữa nha ^ ^
Dùng thẻ Bidv thật thích vì được nhiều ưu đãi,positive,2,dùng thẻ bidv thật thích vì được nhiều ưu_đãi
"#TetyeuthuongChúc Bidv năm mới an khang, phát tài, phát lộc, ngày càng phát triển vững mạnh <3 <3",positive,2,"tetyeuthuongchúc bidv năm mới an_khang , phát_tài , phát_lộc , ngày_càng phát_triển vững_mạnh <3 <3"
BIDV thật tuyệt nhân viên thân thiện giám đốc chị nhánh rât cởi mở,positive,2,bidv thật tuyệt_nhân_viên thân_thiện giám_đốc chị nhánh rât cởi_mở
"# tetyeuthuong Chúc BIDV mãi mãi bền vững, thành công.",positive,2,"tetyeuthuong chúc_bidv mãi_mãi bền_vững , thành_công ."
Chúc mừng BIDV KON TUM KHU VỰC 6,positive,2,chúc_mừng bidv kon_tum khu_vực 6
Có 2 thẻ. 1 thẻ bình dương 1 thẻ hcm. Khi đến điểm giao dịch yêu cầu nhân viên đk banking với sms chủ động cho thẻ bình dương và ghi rõ số thẻ. Nhưng lúc về mới biết là nhân viên đk thẻ hcm. Giờ không có sd thẻ hcm nên tiền trong thẻ chẳng có mà hằng tháng trừ tiền hoài,negative,0,có 2 thẻ . 1 thẻ bình_dương 1 thẻ hcm . khi đến điểm giao_dịch yêu_cầu nhân_viên đk banking với sms chủ_động cho thẻ bình_dương và ghi rõ số thẻ . nhưng lúc về mới biết là nhân_viên đk thẻ_hcm . giờ không có sd thẻ hcm nên tiền trong thẻ chẳng có mà hằng tháng trừ tiền hoài
Chúc tất ca nhung j tốt dẹp va man man toi CBCNV BIDV,positive,2,chúc tất_ca nhung j tốt dẹp va_man_man toi cbcnv bidv
Nếu tôi đăng ký hợp đồng tiết kiệm một năm thì lãi suất sẽ tính như thế nào?,neutral,1,nếu tôi đăng_ký hợp_đồng tiết_kiệm một năm thì lãi_suất sẽ tính như_thế_nào ?
Thông tin về thời gian giao dịch chuyển tiền trực tuyến của ngân hàng có thế nào?,neutral,1,thông_tin về thời_gian giao_dịch_chuyển tiền trực_tuyến của ngân_hàng có thế_nào ?
e cảm ơn.,positive,2,e cảm_ơn .
BIDV dạo này trừ phí nhiều quá.Phi QLTK trừ quí 3 rồi mấy hôm sau quay lại trừ tiếp quý 1.Mà qui1 thì hôm trươc lại trừ rồi.Gần đây nhất trừ phí gì đó 16k nữa.Không rõ là phí gì luôn.1 tháng bay 50k tiền phí ??????,negative,0,bidv dạo này trừ_phí nhiều quá . phi_qltk trừ quí 3 rồi mấy hôm sau quay lại trừ tiếp quý 1 . mà qui1 thì hôm trươc lại trừ rồi . gần đây nhất trừ_phí gì đó 16 k nữa . không rõ là phí gì luôn . 1 tháng bay 50 k tiền phí ?
"#TetyeuthuongNăm mới kính chúc toàn thể nhân viên BIDV cũng như tất cả mọi gia đình có một năm dồi dào sức khoẻ, an khang thịnh vượng và tiền vô như nước 😊",positive,2,"tetyeuthuongnăm mới kính_chúc toàn_thể nhân_viên bidv cũng như tất_cả mọi gia_đình có một năm dồi_dào sức_khỏe , an_khang thịnh_vượng và tiền vô như nước : smiling_face_with_smiling_eyes :"
"Vcb giao dịch điện tử tốt nhưng tương tác trực tuyến chưa nhạy bén bằng anh cố vấn của BIDV được, thêm nữa số tiền tối thiểu gửi TK tích lũy để mức cao- lợi dụng được vốn nhàn rỗi nhiều.",negative,0,"vcb giao_dịch điện_tử tốt nhưng tương_tác trực_tuyến chưa nhạy_bén bằng anh cố_vấn của bidv được , thêm nữa số tiền tối_thiểu gửi tài_khoản tích_lũy để mức cao - lợi_dụng được vốn nhàn_rỗi nhiều ."
Tôi tham gia các chương trình của ngân hàng hằng tháng nhưng không thấy thông tin về sự tham gia của bản thân được công bố.,neutral,1,tôi tham_gia các chương_trình của ngân_hàng hằng tháng nhưng không thấy thông_tin về sự tham_gia của bản_thân được công_bố .
